,Latitude,Longitude,num_crimes_comm_area,num_complaints_comm_area,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Firearm-related,Tuberculosis,canvass fail rate,complaint fail rate,num prev canvass inspections,num prev complaint inspections,last inspection fail,inspection-complaint interaction,inspection-fail interaction,consec-fail interaction,Facility Type_Grocery Store,Facility Type_Restaurant,Risk_Risk 1 (High),Risk_Risk 2 (Medium),Results_Fail,Inspection Date,Facility Type_Daycare 2,lat_long_interaction
6361,41.9980503341,-87.6629852887,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-03-23,0.0,-3681.67446859
6363,41.9980503341,-87.6629852887,2217.0,904.0,18.2,9.2,7.5,76.1,7.4,3.9,10.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2012-11-20,0.0,-3681.67446859
6368,41.898488909,-87.6245528841,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.5,0.337701612903,4.0,0.0,0,0.0,8.0,0.5,0.0,0.0,1.0,0.0,0.0,2016-03-11,1.0,-3671.33635717
6369,41.898488909,-87.6245528841,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,1.0,0.0,2012-04-26,0.0,-3671.33635717
6370,41.8917183949,-87.6323379577,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2012-12-12,0.0,-3671.06922401
6373,41.8917183949,-87.6323379577,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.5,0.0,2.0,2.0,0,8.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-06-28,0.0,-3671.06922401
6375,41.8917183949,-87.6323379577,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011-01-10,0.0,-3671.06922401
6377,41.8021305429,-87.6213850791,2730.0,509.0,42.1,28.6,17.7,74.9,16.9,39.5,5.0,1.0,0.0,1.0,1.0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2015-12-17,0.0,-3662.76057743
6378,41.7584233598,-87.6203510078,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,0.0,2015-12-18,0.0,-3658.88771232
6385,41.9056511434,-87.6301837572,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.0,6.0,1.0,0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-09-08,0.0,-3672.19991016
6388,41.8654430726,-87.6452038057,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.5,0.0,2.0,2.0,1,8.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2015-11-18,0.0,-3669.30529051
6395,41.8791306876,-87.659371019,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.333333333333,0.337701612903,6.0,0.0,0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,2016-01-21,0.0,-3671.0982549
6398,41.6661129912,-87.5590030803,507.0,259.0,17.1,9.6,7.7,66.9,13.1,13.4,2.1,0.5,0.5,2.0,2.0,0,8.0,8.0,0.5,0.0,1.0,1.0,0.0,0.0,2016-03-01,0.0,-3648.24331574
6405,41.6648450922,-87.6389202736,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.333333333333,0.337701612903,6.0,0.0,0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2015-10-30,0.0,-3651.46203725
6409,42.0012857833,-87.6631920264,3515.0,1342.0,23.6,8.7,11.0,73.0,11.2,5.2,11.4,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2015-11-16,0.0,-3681.96678098
6410,41.6640169071,-87.6413003343,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,1.0,2012-09-14,0.0,-3651.48861889
6412,41.9048566243,-87.6685902042,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,1.0,1.0,1.0,1.0,0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2011-10-27,0.0,-3673.73970296
6413,41.9048566243,-87.6685902042,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2010-03-23,0.0,-3673.73970296
6416,41.9048566243,-87.6685902042,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,1.0,1.0,2.0,1.0,1,3.0,9.0,2.0,0.0,1.0,1.0,0.0,1.0,2015-12-03,0.0,-3673.73970296
6421,41.9652208155,-87.6621992831,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.0,0.0,4.0,1.0,0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-26,0.0,-3678.76355009
6429,41.9046898285,-87.6687812742,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.142857142857,0.337701612903,7.0,0.0,0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,2015-10-21,0.0,-3673.73308694
6431,41.8838242127,-87.6292895143,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,2013-11-12,0.0,-3670.2497579
6433,41.8838242127,-87.6292895143,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,2013-11-12,0.0,-3670.2497579
6437,41.8799827251,-87.6275751885,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.0,3.0,4.0,0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-01-11,0.0,-3669.84133514
6438,41.8947061837,-87.6324222917,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-02-23,0.0,-3671.33458408
6440,41.8947061837,-87.6324222917,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-02-23,0.0,-3671.33458408
6441,41.904774866,-87.6689142962,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,0.0,2010-11-26,0.0,-3673.74611633
6444,41.6631821012,-87.6415652652,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.0,0.5,2.0,2.0,0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-06-20,0.0,-3651.42649328
6445,41.6618023843,-87.6415190982,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2010-08-17,0.0,-3651.30364933
6447,41.6614666781,-87.6415078655,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,1.0,0.75,1.0,4.0,1,20.0,20.0,2.0,1.0,0.0,0.0,1.0,1.0,2013-09-19,0.0,-3651.27375956
6448,41.8839704685,-87.6325734402,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,1.0,0.0,2014-10-17,0.0,-3670.40011805
6450,41.8839704685,-87.6325734402,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2012-10-05,0.0,-3670.40011805
6455,41.8799328207,-87.6354025761,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.25,0.337701612903,4.0,0.0,0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-15,0.0,-3670.1647726
6459,41.8799328207,-87.6354025761,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2012-09-26,0.0,-3670.1647726
6464,41.6613260163,-87.6412103056,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-07-18,1.0,-3651.249035
6469,41.6611506844,-87.6412044398,3940.0,2108.0,25.9,19.4,14.9,71.3,14.4,46.5,9.2,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2016-03-24,0.0,-3651.23342433
6471,41.7648941814,-87.6573078048,7362.0,3236.0,34.4,35.9,16.1,63.6,13.8,39.3,10.9,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2013-03-01,0.0,-3660.99818469
6477,41.6624571237,-87.5533433422,507.0,259.0,17.1,9.6,7.7,66.9,13.1,13.4,2.1,0.2,0.337701612903,5.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2015-10-30,0.0,-3647.68741303
6481,41.9052321479,-87.669174219,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2013-03-13,0.0,-3673.79709786
6488,41.70712521,-87.6188940806,6536.0,2899.0,19.8,20.3,12.2,69.0,12.8,37.7,7.9,0.0,0.0,6.0,1.0,0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-04-28,0.0,-3654.33218618
6494,41.9110526337,-87.6329430546,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.2,0.5,5.0,2.0,1,14.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-04-29,0.0,-3672.78888881
6497,41.9052947661,-87.6692728632,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.5,0.337701612903,2.0,0.0,0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2012-04-18,0.0,-3673.80672126
6499,41.9052947661,-87.6692728632,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-04-28,0.0,-3673.80672126
6500,41.8807891535,-87.754933762,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2010-02-26,0.0,-3675.24587807
6501,41.8807891535,-87.754933762,17140.0,4870.0,28.6,22.6,15.4,72.9,14.3,28.5,5.8,0.205235807782,0.0,0.0,1.0,0,1.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2011-02-14,0.0,-3675.24587807
6502,41.9038223608,-87.6292444459,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,0.0,2013-12-12,0.0,-3672.00029287
6506,41.8021336447,-87.6212025516,2730.0,509.0,42.1,28.6,17.7,74.9,16.9,39.5,5.0,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,2015-01-16,0.0,-3662.75321917
6508,41.76571748,-87.6203496435,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2015-12-08,0.0,-3659.52676871
6509,41.7584263999,-87.6201806148,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2011-05-18,0.0,-3658.88086335
6511,41.7511405606,-87.6199442942,5959.0,2265.0,27.8,24.0,15.4,72.5,15.6,37.9,8.2,0.0,0.0,1.0,2.0,0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2013-10-31,0.0,-3658.23261014
6513,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.0,1.0,3.0,0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-03-23,0.0,-3670.06470303
6514,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2010-08-12,0.0,-3670.06470303
6515,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-05-20,0.0,-3670.06470303
6517,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011-07-20,0.0,-3670.06470303
6525,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.285714285714,0.0,7.0,1.0,0,8.0,16.0,0.285714285714,0.0,1.0,1.0,0.0,0.0,2016-02-16,0.0,-3670.06470303
6532,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,1.0,6.0,1.0,1,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-02-19,0.0,-3670.06470303
6533,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,0.0,2014-12-05,0.0,-3670.06470303
6538,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.5,0.666666666667,4.0,3.0,0,21.0,28.0,1.5,0.0,1.0,1.0,0.0,0.0,2016-04-01,0.0,-3670.06470303
6542,41.884588372,-87.6232725611,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,1.0,3.0,1.0,0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-02-19,0.0,-3670.06470303
6543,41.8840174015,-87.6325744219,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,1.0,0.0,2013-04-01,0.0,-3670.40427203
6550,41.879616268,-87.6397645234,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.0,6.0,1.0,0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-06-01,0.0,-3670.31970806
6552,41.879616268,-87.6397645234,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,1.0,0.0,1.0,1.0,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-11-13,0.0,-3670.31970806
6558,41.879616268,-87.6397645234,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-11-24,0.0,-3670.31970806
6562,41.8795007669,-87.648608118,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-02-04,0.0,-3670.6799509
6569,41.8795195172,-87.6474378225,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.166666666667,1.0,6.0,1.0,0,7.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-04-28,0.0,-3670.63258292
6571,41.8800736293,-87.6245118218,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-08-12,0.0,-3669.72100683
6572,41.9112720681,-87.6331171744,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,1.0,0.0,2010-03-09,0.0,-3672.81541607
6575,41.9112720681,-87.6331171744,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-11-25,0.0,-3672.81541607
6578,41.758811165,-87.5931705297,8946.0,3073.0,31.1,20.0,13.8,71.9,13.4,30.0,11.7,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2015-08-14,1.0,-3657.78666749
6587,41.9051317589,-87.6676892207,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.125,0.337701612903,8.0,0.0,0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-13,0.0,-3673.72606779
6590,41.9052000853,-87.6695787541,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-12-21,0.0,-3673.81123908
6591,41.9052000853,-87.6695787541,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2010-06-30,0.0,-3673.81123908
6595,41.8655346778,-87.6408133123,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.333333333333,0.337701612903,3.0,0.0,1,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-12-17,0.0,-3669.12950892
6596,41.8655346778,-87.6408133123,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,1.0,2010-12-06,0.0,-3669.12950892
6602,41.8657323123,-87.6196686373,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.2,0.337701612903,5.0,0.0,0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-06-29,0.0,-3668.26159246
6603,41.866310063,-87.6102701545,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,1.0,2012-07-17,0.0,-3667.91873499
6605,41.866310063,-87.6102701545,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2016-06-17,0.0,-3667.91873499
6606,41.866310063,-87.6102701545,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2013-08-02,0.0,-3667.91873499
6607,41.866310063,-87.6102701545,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2014-06-11,0.0,-3667.91873499
6614,41.8656758724,-87.6259435313,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.0,6.0,4.0,0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-09-06,0.0,-3668.51934989
6615,41.6923196266,-87.6546632113,2056.0,867.0,13.2,15.0,10.6,74.5,12.3,15.8,2.6,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,1.0,2011-11-07,0.0,-3654.52623537
6618,41.714168099,-87.6552911603,3120.0,2230.0,16.9,20.8,19.6,75.4,16.2,35.6,3.0,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-06-16,1.0,-3656.46755023
6619,41.9472170023,-87.6616595815,5480.0,2714.0,11.4,4.7,6.3,79.1,8.1,1.8,3.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,0.0,2014-12-24,0.0,-3677.16265725
6628,41.8900803468,-87.6590229513,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.125,0.337701612903,8.0,0.0,0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-11,0.0,-3672.04351455
6631,41.88558042,-87.6589569108,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.0,2.0,2.0,0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015-11-13,0.0,-3671.64628922
6636,42.0014986076,-87.663610334,3515.0,1342.0,23.6,8.7,11.0,73.0,11.2,5.2,11.4,0.5,0.337701612903,4.0,0.0,1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2016-03-10,0.0,-3682.00300738
6637,41.9058988744,-87.6301927632,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-04-26,0.0,-3672.22199628
6639,41.8095532185,-87.5949564034,1343.0,326.0,21.7,15.7,11.4,77.6,11.9,17.4,0.0,0.0,1.0,1.0,1.0,0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2012-04-26,0.0,-3662.30599142
6641,41.7993651958,-87.5949001648,1497.0,366.0,18.4,8.4,5.9,80.3,5.5,5.0,5.3,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2011-09-27,0.0,-3661.41122128
6643,41.7993651958,-87.5949001648,1497.0,366.0,18.4,8.4,5.9,80.3,5.5,5.0,5.3,0.0,0.0,1.0,1.0,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-06-29,0.0,-3661.41122128
6645,41.9054287827,-87.6594630227,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-09-24,0.0,-3673.40738483
6651,41.8653607027,-87.6467174106,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-08-19,0.0,-3669.3614388
6654,41.8657026086,-87.6239659053,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2012-10-29,0.0,-3668.43889798
6656,41.8657026086,-87.6239659053,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,1.0,0.337701612903,1.0,0.0,0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,2015-02-05,0.0,-3668.43889798
6658,41.8656765433,-87.6256498418,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2010-12-21,0.0,-3668.50711317
6663,41.8656765433,-87.6256498418,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.0,4.0,2.0,0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-05-19,0.0,-3668.50711317
6667,41.6921001227,-87.6546579104,2056.0,867.0,13.2,15.0,10.6,74.5,12.3,15.8,2.6,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-02-07,0.0,-3654.50677382
6674,41.8632727748,-87.6591424704,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.166666666667,0.337701612903,6.0,0.0,1,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-03-09,0.0,-3669.69859244
6675,41.8814630254,-87.6596603496,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2016-08-17,1.0,-3671.31482375
6678,41.9305907302,-87.6611456095,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,1.0,0.337701612903,2.0,0.0,1,0.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2013-09-17,0.0,-3675.68361949
6681,41.9058693918,-87.6285978716,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2013-12-12,0.0,-3672.15257739
6682,41.9054112089,-87.6694582378,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,1.0,2012-04-16,0.0,-3673.82469792
6683,41.8644350965,-87.7054633818,8193.0,2198.0,43.1,21.2,15.3,75.8,15.2,37.6,9.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,1.0,0.0,2010-08-20,0.0,-3671.73967936
6684,41.8644350965,-87.7054633818,8193.0,2198.0,43.1,21.2,15.3,75.8,15.2,37.6,9.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,1.0,0.0,2015-11-06,0.0,-3671.73967936
6686,41.8656487799,-87.6239651763,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-05-18,0.0,-3668.43415077
6688,41.8656487799,-87.6239651763,1849.0,283.0,13.8,4.9,8.8,78.1,10.9,6.6,5.0,0.0,0.5,1.0,2.0,0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-03-28,0.0,-3668.43415077
