,Latitude,Longitude,num_crimes_comm_area,num_complaints_comm_area,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Firearm-related,Tuberculosis,canvass fail rate,complaint fail rate,num prev canvass inspections,num prev complaint inspections,last inspection fail,inspection-complaint interaction,inspection-fail interaction,consec-fail interaction,Facility Type_Grocery Store,Facility Type_Restaurant,Risk_Risk 1 (High),Risk_Risk 2 (Medium),Results_Fail,Inspection Date,Facility Type_Daycare 2,lat_long_interaction
36483,41.9315361471,-87.7379611413,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.333333333333,0.0,6.0,1.0,0,7.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-12,0.0,-3678.98748907
36486,41.8904972998,-87.6309492052,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,1.0,2.0,1.0,0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-01-26,0.0,-3670.90404106
36489,41.8904972998,-87.6309492052,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2012-12-11,0.0,-3670.90404106
36493,41.8330447382,-87.6146113644,2492.0,453.0,29.6,18.2,11.7,76.0,10.2,9.1,4.2,0.0,0.666666666667,3.0,3.0,0,18.0,12.0,0.0,1.0,0.0,1.0,0.0,1.0,2014-09-18,0.0,-3665.18595693
36495,41.9098474385,-87.737443551,8068.0,3287.0,33.9,17.3,12.3,70.9,11.7,22.7,9.7,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-01-22,0.0,-3677.06287387
36501,41.9626457721,-87.6555490879,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-08-08,0.0,-3678.25875633
36502,41.9615538444,-87.7550993957,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2011-03-09,0.0,-3682.34032841
36507,41.9615538444,-87.7550993957,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.0,0.0,4.0,3.0,0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-08,0.0,-3682.34032841
36512,41.8126289892,-87.7063942041,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.25,0.337701612903,4.0,0.0,0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-09-02,0.0,-3667.23492084
36514,41.8123747103,-87.7236084038,989.0,1166.0,14.1,16.5,8.7,74.3,10.0,15.4,1.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-07-31,0.0,-3667.93238552
36519,41.961624118,-87.7575658704,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2015-09-17,0.0,-3682.44999256
36520,41.7859304663,-87.7341158584,1028.0,554.0,15.6,16.7,4.6,81.2,7.5,7.7,4.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-08-22,0.0,-3666.05166478
36524,41.7859304663,-87.7341158584,1028.0,554.0,15.6,16.7,4.6,81.2,7.5,7.7,4.5,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-01-10,0.0,-3666.05166478
36530,41.9104262859,-87.7374949386,8068.0,3287.0,33.9,17.3,12.3,70.9,11.7,22.7,9.7,0.4,0.337701612903,5.0,0.0,0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-07-02,0.0,-3677.11581413
36536,41.9626484951,-87.6558766053,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.0,0.0,5.0,2.0,0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-05-04,0.0,-3678.27273852
36543,41.8132919519,-87.6433805068,4871.0,1901.0,29.0,23.0,11.8,75.9,12.2,24.6,9.3,0.5,0.0,6.0,1.0,1,7.0,21.0,0.5,0.0,0.0,1.0,0.0,0.0,2016-01-07,0.0,-3664.65825678
36546,41.9244610186,-87.7380813927,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.5,0.337701612903,2.0,0.0,0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2013-05-02,0.0,-3678.3717732
36548,41.9244610186,-87.7380813927,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.0,0.0,1.0,1.0,0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-15,0.0,-3678.3717732
36550,41.9627933881,-87.6556432087,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,1.0,0.0,1.0,1.0,0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2012-06-07,0.0,-3678.27564527
36556,41.9625429938,-87.6804793417,1755.0,1065.0,10.9,8.2,8.1,80.5,9.7,6.1,8.5,0.2,0.337701612903,5.0,0.0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-11-06,0.0,-3679.29588409
36561,41.8119896,-87.7431282484,1817.0,1200.0,8.8,11.3,8.0,81.7,9.5,9.2,3.5,0.75,0.337701612903,4.0,0.0,0,0.0,12.0,1.5,0.0,0.0,1.0,0.0,1.0,2015-08-18,0.0,-3668.71476579
36562,41.7784159744,-87.7340575715,2034.0,859.0,14.9,9.6,7.6,83.5,8.3,8.8,4.3,0.205235807782,0.0,0.0,1.0,0,1.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2012-12-06,0.0,-3665.38995234
36565,41.8905457125,-87.6327019853,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,1.0,2.0,1.0,1,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2013-02-14,0.0,-3670.98170843
36571,41.8907144803,-87.6242698743,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.2,0.0,5.0,1.0,0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-11,0.0,-3670.64327085
36576,41.8907144803,-87.6242698743,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-10-13,0.0,-3670.64327085
36580,41.8906307887,-87.6268291274,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.0,3.0,1.0,0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-10-13,0.0,-3670.74314616
36583,41.8455451718,-87.6384193702,1062.0,365.0,40.1,16.7,12.4,79.1,11.8,1.8,22.7,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-12-18,0.0,-3667.27743654
36586,41.9256872635,-87.6409582396,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,1.0,1.0,2.0,1.0,1,3.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,2016-07-19,0.0,-3674.40740663
36591,41.9256872635,-87.6409582396,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.5,0.0,4.0,2.0,0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-03-25,0.0,-3674.40740663
36592,41.9256872635,-87.6409582396,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2016-05-09,0.0,-3674.40740663
36597,41.9256872635,-87.6409582396,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.25,1.0,4.0,1.0,1,5.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,2015-07-28,0.0,-3674.40740663
36598,41.9256872635,-87.6409582396,3696.0,3538.0,12.3,5.1,6.6,75.7,7.8,2.3,1.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2012-07-20,0.0,-3674.40740663
36606,41.878155377,-87.6394999563,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.142857142857,0.0,7.0,1.0,0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-08-11,0.0,-3670.18059633
36609,41.878155377,-87.6394999563,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-03-18,0.0,-3670.18059633
36610,41.9616287068,-87.7555171972,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2015-12-01,0.0,-3682.3644296
36617,41.8126609115,-87.6846962034,4871.0,1901.0,29.0,23.0,11.8,75.9,12.2,24.6,9.3,0.0,0.0,6.0,1.0,0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-08,0.0,-3666.33046948
36623,41.7420905476,-87.7330137025,2290.0,2140.0,10.4,11.7,9.0,82.4,11.3,11.6,4.4,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2015-04-29,0.0,-3662.15940198
36629,41.9534028574,-87.7396022258,2970.0,2461.0,13.1,10.0,7.7,79.9,10.2,5.7,9.3,0.0,0.0,5.0,1.0,0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-09-18,0.0,-3680.97487873
36630,41.9616807069,-87.7555629624,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,1.0,2011-11-28,0.0,-3682.37091328
36631,41.9630080975,-87.6546130695,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,1.0,2012-12-14,0.0,-3678.25123802
36639,41.8136326201,-87.6084363489,3099.0,1050.0,29.3,24.3,12.7,74.2,13.7,25.8,13.2,0.285714285714,0.337701612903,7.0,0.0,0,0.0,14.0,0.285714285714,0.0,0.0,1.0,0.0,0.0,2016-03-17,0.0,-3663.22697191
36640,41.9244562091,-87.7383956788,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,0.0,1.0,2010-04-30,0.0,-3678.38452749
36641,41.8122830998,-87.7042856466,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2013-02-01,1.0,-3667.11642052
36642,41.9629903557,-87.6557686522,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.205235807782,1.0,0.0,1.0,0,1.0,1.0,0.102617903891,1.0,0.0,0.0,1.0,1.0,2014-07-14,0.0,-3678.29817457
36647,41.9622348116,-87.7277137182,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.5,0.337701612903,4.0,0.0,1,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-05-18,0.0,-3681.25092253
36653,41.9622348116,-87.7277137182,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.4,0.337701612903,5.0,0.0,0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-10-16,0.0,-3681.25092253
36656,41.9622348116,-87.7277137182,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.5,0.0,2.0,2.0,0,8.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-07-30,0.0,-3681.25092253
36658,41.9622348116,-87.7277137182,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-09-27,0.0,-3681.25092253
36660,41.9622348116,-87.7277137182,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2011-02-23,0.0,-3681.25092253
36661,41.9622348116,-87.7277137182,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2011-07-22,0.0,-3681.25092253
36668,41.8136947051,-87.6038376106,1343.0,326.0,21.7,15.7,11.4,77.6,11.9,17.4,0.0,0.333333333333,0.337701612903,6.0,0.0,0,0.0,12.0,0.333333333333,0.0,0.0,1.0,0.0,0.0,2016-03-29,0.0,-3663.04012084
36669,41.924235041,-87.7384646384,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2010-05-06,1.0,-3678.36801364
36671,41.924235041,-87.7384646384,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,2015-06-16,1.0,-3678.36801364
36672,41.8124347891,-87.6846886852,4871.0,1901.0,29.0,23.0,11.8,75.9,12.2,24.6,9.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2010-05-17,0.0,-3666.31032765
36676,41.9630889717,-87.6558316555,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-06-02,0.0,-3678.30946265
36678,41.8905811057,-87.6294750289,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-04-24,0.0,-3670.84963095
36681,41.8905811057,-87.6294750289,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2012-10-10,0.0,-3670.84963095
36682,41.8902837845,-87.6474583858,6979.0,4249.0,14.7,6.6,9.1,75.5,10.8,6.6,3.6,0.205235807782,1.0,0.0,1.0,1,1.0,1.0,0.102617903891,1.0,0.0,0.0,1.0,0.0,2014-08-19,0.0,-3671.57690477
36684,41.8121193106,-87.704279203,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,2011-09-28,0.0,-3667.10178609
36685,41.8121193106,-87.704279203,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-03-30,0.0,-3667.10178609
36690,41.8123074902,-87.7069186299,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.25,0.337701612903,4.0,0.0,0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-11-09,0.0,-3667.22865077
36693,41.9628410575,-87.7084422609,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-09-30,0.0,-3680.495422
36700,41.9619953742,-87.7558346219,3400.0,2186.0,11.6,12.6,6.9,79.8,8.7,4.7,4.0,0.333333333333,0.337701612903,6.0,0.0,0,0.0,12.0,0.333333333333,0.0,1.0,1.0,0.0,0.0,2016-05-23,0.0,-3682.40992646
36706,41.8132153177,-87.6165492074,3099.0,1050.0,29.3,24.3,12.7,74.2,13.7,25.8,13.2,0.4,0.337701612903,5.0,0.0,0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2015-08-19,0.0,-3663.5296374
36709,41.7929900232,-87.7351818527,1028.0,554.0,15.6,16.7,4.6,81.2,7.5,7.7,4.5,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2015-04-13,0.0,-3666.71557985
36716,41.8133220793,-87.606502588,3099.0,1050.0,29.3,24.3,12.7,74.2,13.7,25.8,13.2,0.0,0.337701612903,6.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-06-14,0.0,-3663.11890895
36720,41.9315219884,-87.739106639,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2015-10-15,0.0,-3679.03427928
36721,41.9629605566,-87.7084466463,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2014-12-12,0.0,-3680.5060871
36722,41.8120017453,-87.6944643626,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2011-12-06,0.0,-3666.68109698
36727,41.8121810521,-87.7071248133,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.0,1.0,4.0,1.0,1,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-04-29,0.0,-3667.22618225
36729,41.9169082589,-87.7387164742,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2015-11-17,0.0,-3677.7357292
36737,41.9388195147,-87.7394338028,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.285714285714,0.0,7.0,1.0,0,8.0,16.0,0.285714285714,1.0,0.0,1.0,0.0,0.0,2016-04-21,0.0,-3679.68827858
36738,41.7074525678,-87.6119003141,6536.0,2899.0,19.8,20.3,12.2,69.0,12.8,37.7,7.9,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2012-10-29,0.0,-3654.06917673
36742,41.8935713101,-87.6159474765,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-05-26,1.0,-3670.54494351
36744,41.8906788994,-87.6281786988,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2014-10-21,0.0,-3670.80389641
36751,41.8118458459,-87.7042683341,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.166666666667,0.333333333333,6.0,3.0,1,27.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-03-21,0.0,-3667.07734761
36752,41.9390390127,-87.7394390115,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,0.0,2013-05-20,0.0,-3679.70775566
36754,41.931740396,-87.7391908523,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,1.0,0.337701612903,1.0,0.0,1,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,2012-02-29,0.0,-3679.05697337
36758,41.931740396,-87.7391908523,1714.0,1051.0,20.5,13.1,6.7,77.5,8.8,11.8,15.8,0.333333333333,0.337701612903,3.0,0.0,0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-04-20,0.0,-3679.05697337
36759,41.9627399833,-87.7277287223,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-09-20,0.0,-3681.2958697
36760,41.9679970111,-87.7403112034,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2010-06-29,0.0,-3682.28511834
36761,41.9679970111,-87.7403112034,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,1.0,2010-05-25,0.0,-3682.28511834
36762,41.9679970111,-87.7403112034,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2016-06-20,0.0,-3682.28511834
36767,41.9679970111,-87.7403112034,2499.0,1571.0,19.2,10.0,8.5,73.3,8.3,5.3,16.8,0.25,0.0,4.0,2.0,1,12.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,2015-06-04,0.0,-3682.28511834
36771,41.8120544891,-87.7073301721,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.333333333333,1.0,3.0,1.0,0,4.0,8.0,0.333333333333,0.0,1.0,1.0,0.0,0.0,2013-04-10,0.0,-3667.22366825
36772,41.8120544891,-87.7073301721,2718.0,1177.0,23.6,13.9,7.2,82.7,8.3,10.6,11.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,1.0,0.0,0.0,2014-06-11,0.0,-3667.22366825
36775,41.9633442828,-87.6563210715,3592.0,1552.0,24.0,8.9,8.3,77.7,10.3,4.6,13.6,0.0,0.337701612903,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2015-09-28,0.0,-3678.35237969
36781,41.9679942419,-87.7406431601,2970.0,2461.0,13.1,10.0,7.7,79.9,10.2,5.7,9.3,0.2,0.337701612903,5.0,0.0,0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-09-02,0.0,-3682.29880692
36783,41.7801615765,-87.6138051305,3691.0,1352.0,30.7,23.4,17.4,73.3,16.3,25.0,17.4,1.0,0.0,1.0,1.0,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2016-10-24,0.0,-3660.51893468
36785,41.7801615765,-87.6138051305,3691.0,1352.0,30.7,23.4,17.4,73.3,16.3,25.0,17.4,0.0,0.0,1.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2012-09-11,0.0,-3660.51893468
36791,41.8906847439,-87.6278849974,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.2,0.0,5.0,1.0,0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-05-11,0.0,-3670.7921052
36792,41.9679933562,-87.7407263491,2970.0,2461.0,13.1,10.0,7.7,79.9,10.2,5.7,9.3,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2011-08-15,0.0,-3682.30222049
36793,41.7366408497,-87.6126028737,5959.0,2265.0,27.8,24.0,15.4,72.5,15.6,37.9,8.2,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,1.0,0.0,1.0,1.0,2015-11-24,0.0,-3656.65574005
36799,41.8907509463,-87.6281812669,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2015-01-16,0.0,-3670.81031733
36800,41.7840288216,-87.6137800574,3691.0,1352.0,30.7,23.4,17.4,73.3,16.3,25.0,17.4,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2015-08-31,1.0,-3660.85671109
36801,41.685070631,-87.6344129222,6536.0,2899.0,19.8,20.3,12.2,69.0,12.8,37.7,7.9,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,1.0,0.0,0.0,0.0,0.0,2012-12-20,0.0,-3653.04669237
36808,41.9109764636,-87.6405342421,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.333333333333,1.0,6.0,1.0,1,7.0,21.0,0.666666666667,0.0,1.0,1.0,0.0,1.0,2016-08-23,0.0,-3673.10036788
36813,41.8965914415,-87.6264671106,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.5,0.337701612903,4.0,0.0,1,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,2016-05-10,0.0,-3671.25029199
36814,41.887436519,-87.6263444135,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,0.0,1.0,0.0,2011-09-26,0.0,-3670.44293901
36824,41.8830840838,-87.6337136485,7511.0,578.0,14.7,5.7,5.3,78.2,6.9,4.0,6.5,0.0,0.337701612903,9.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016-09-23,0.0,-3670.37019732
36826,41.8825116243,-87.6863244332,7840.0,1755.0,20.6,10.7,9.0,77.6,10.5,9.3,14.1,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014-11-13,0.0,-3672.52350237
36836,41.6924529207,-87.6248764193,6536.0,2899.0,19.8,20.3,12.2,69.0,12.8,37.7,7.9,0.333333333333,0.337701612903,9.0,0.0,1,0.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,2016-06-03,0.0,-3653.29603479
36841,41.9110851518,-87.6306321015,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,4.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2014-04-24,0.0,-3672.69488391
36843,41.9110851518,-87.6306321015,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016-02-22,0.0,-3672.69488391
36844,41.7530841886,-87.6129471259,6687.0,2821.0,29.6,23.0,12.9,72.3,15.1,44.6,4.8,0.205235807782,0.337701612903,0.0,0.0,0,0.0,0.0,0.102617903891,0.0,0.0,1.0,0.0,0.0,2016-08-10,0.0,-3658.11075736
36846,41.8901114965,-87.6221038751,8916.0,1185.0,12.9,7.0,8.6,69.7,9.6,3.2,5.5,0.0,0.337701612903,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2015-11-06,0.0,-3670.49970089
